city_code,building_anchor_id,legacy_building_id,building_osm_id,geometry_hausdorff_degrees
BJS,B00447,way/29808,way/1424098356,1.4210854715202004e-14
BJS,B00448,way/29967,way/1424098751,1.4210854715202004e-14
BJS,B00449,way/8787,way/478394108,1.4210854715202004e-14
BJS,B00450,way/7542,way/469539641,1.5888218580782548e-14
BJS,B00451,way/4140,way/297809760,1.5888218580782548e-14
BJS,B00452,way/4133,way/297808757,1.4210854715202004e-14
BJS,B00453,way/12452,way/524665990,1.4210854715202004e-14
BJS,B00454,way/12783,way/525986560,1.5888218580782548e-14
BJS,B00455,way/26524,way/1243639291,1.5888218580782548e-14
BJS,B00456,way/11961,way/521039318,2.1316282072803006e-14
BJS,B00457,way/18024,way/660730549,1.4210854715202004e-14
BJS,B00458,way/3604,way/263039499,1.5888218580782548e-14
BJS,B00459,way/7896,way/476128696,1.4210854715202004e-14
BJS,B00460,way/7773,way/476128560,2.0097183471152322e-14
BJS,B00461,way/19526,way/764434352,1.4210854715202004e-14
BJS,B00462,way/19683,way/764438356,1.5888218580782548e-14
BJS,B00463,way/9174,way/478472275,1.4210854715202004e-14
BJS,B00464,way/7145,way/468830020,1.4210854715202004e-14
BJS,B00465,way/22271,way/893287935,1.4210854715202004e-14
BJS,B00466,way/26141,way/1243634398,1.4210854715202004e-14
BJS,B00467,way/31847,way/1548591323,1.4210854715202004e-14
BJS,B00468,way/14521,way/636389087,1.4210854715202004e-14
BJS,B00469,way/3442,way/262541915,1.4210854715202004e-14
BJS,B00470,way/5382,way/352716567,1.5888218580782548e-14
BJS,B00471,way/5244,way/351882947,1.4210854715202004e-14
BJS,B00472,way/13711,way/625954411,1.4210854715202004e-14
BJS,B00473,way/8973,way/478432582,1.5888218580782548e-14
BJS,B00474,way/6955,way/468420603,7.105427357601002e-15
BJS,B00475,way/3739,way/263930542,1.5888218580782548e-14
BJS,B00476,way/23365,way/929580980,1.4210854715202004e-14
BJS,B00477,way/2715,way/255789063,1.5888218580782548e-14
BJS,B00478,way/13442,way/584628934,1.4210854715202004e-14
BJS,B00479,way/31394,way/1530003233,1.4210854715202004e-14
BJS,B00480,way/5767,way/369522805,1.5888218580782548e-14
BJS,B00481,way/18143,way/677282432,1.5888218580782548e-14
BJS,B00482,way/2275,way/232415772,1.4210854715202004e-14
BJS,B00483,way/1327,way/107087249,1.4210854715202004e-14
BJS,B00484,way/3881,way/276198844,1.5888218580782548e-14
BJS,B00485,way/22705,way/893304140,7.105427357601002e-15
BJS,B00486,way/14110,way/632245357,1.5888218580782548e-14
BJS,B00487,way/6520,way/426412778,2.0097183471152322e-14
BJS,B00488,way/23194,way/917265663,1.5888218580782548e-14
BJS,B00489,way/4315,way/300743514,2.0097183471152322e-14
BJS,B00490,way/24415,way/999925020,1.5888218580782548e-14
BJS,B00491,way/13697,way/625846719,1.5888218580782548e-14
BJS,B00492,way/21679,way/842720988,2.0097183471152322e-14
BJS,B00493,way/18124,way/672440142,1.5888218580782548e-14
BJS,B00494,way/27584,way/1280871722,1.4210854715202004e-14
BJS,B00495,way/20672,way/764537207,1.4210854715202004e-14
BJS,B00496,way/24370,way/991638929,1.5888218580782548e-14
BJS,B00497,way/10408,way/479303406,1.4210854715202004e-14
BJS,B00498,way/21182,way/764625756,1.4210854715202004e-14
BJS,B00499,way/16220,way/637287786,7.105427357601002e-15
BJS,B00500,way/16067,way/637271128,1.5888218580782548e-14
BJS,B00501,way/17163,way/638714871,1.4210854715202004e-14
BJS,B00502,way/17110,way/638714802,1.4210854715202004e-14
BJS,B00503,way/24274,way/991602528,2.0097183471152322e-14
BJS,B00504,way/25555,way/1154503996,1.5888218580782548e-14
BJS,B00505,way/10475,way/479314894,1.5888218580782548e-14
BJS,B00506,way/21226,way/764628334,1.4210854715202004e-14
BJS,B00507,way/2601,way/245161397,1.5888218580782548e-14
BJS,B00508,way/15935,way/637263932,1.4210854715202004e-14
BJS,B00509,way/18198,way/681798954,1.4210854715202004e-14
BJS,B00510,way/28463,way/1318117918,1.4210854715202004e-14
BJS,B00511,way/13302,way/568979330,1.5888218580782548e-14
BJS,B00512,way/13003,way/539793973,1.5888218580782548e-14
BJS,B00513,way/11779,way/520815261,1.4210854715202004e-14
BJS,B00514,way/11111,way/519922009,2.0097183471152322e-14
BJS,B00515,way/10114,way/479274612,1.5888218580782548e-14
BJS,B00516,way/30482,way/1473592470,7.105427357601002e-15
BJS,B00517,way/2620,way/246292634,1.5888218580782548e-14
BJS,B00518,way/1946,way/227124151,1.5888218580782548e-14
BJS,B00519,way/28038,way/1318060610,1.5888218580782548e-14
BJS,B00520,way/18961,way/695936565,1.4210854715202004e-14
BJS,B00521,way/25067,way/1038258699,1.4210854715202004e-14
BJS,B00522,way/4184,way/297847681,1.4210854715202004e-14
BJS,B00523,way/29076,way/1318861957,1.4210854715202004e-14
BJS,B00524,way/11190,way/519922113,2.0097183471152322e-14
BJS,B00525,way/8371,way/477934712,1.4210854715202004e-14
BJS,B00526,way/8759,way/478341954,1.5888218580782548e-14
BJS,B00527,way/29004,way/1318447513,1.4210854715202004e-14
BJS,B00528,way/28610,way/1318129987,1.5888218580782548e-14
BJS,B00529,way/28750,way/1318376424,1.4210854715202004e-14
BJS,B00530,way/28731,way/1318376405,1.4210854715202004e-14
BJS,B00531,way/31282,way/1527481927,7.105427357601002e-15
BJS,B00532,way/6597,way/432726110,1.4210854715202004e-14
BJS,B00533,way/12538,way/525967701,1.5888218580782548e-14
BJS,B00534,way/2964,way/257208036,7.105427357601002e-15
BJS,B00535,way/7238,way/468844145,1.5888218580782548e-14
BJS,B00536,way/8633,way/478330666,1.5888218580782548e-14
BJS,B00537,way/15518,way/637242797,1.4210854715202004e-14
BJS,B00538,way/30722,way/1508782537,1.5888218580782548e-14
BJS,B00539,way/16936,way/638337432,1.5888218580782548e-14
BJS,B00540,way/16692,way/638294754,7.105427357601002e-15
BJS,B00541,way/31375,way/1527484334,0.0
BJS,B00542,way/13762,way/630822282,1.4210854715202004e-14
BJS,B00543,way/9659,way/478581680,7.105427357601002e-15
BJS,B00544,way/24146,way/988018036,7.105427357601002e-15
BJS,B00545,way/7950,way/476128754,1.4210854715202004e-14
BJS,B00546,way/15019,way/637225538,1.4210854715202004e-14
BJS,B00547,way/6894,way/465319251,1.4210854715202004e-14
BJS,B00548,way/4152,way/297810111,1.4210854715202004e-14
BJS,B00549,way/2354,way/233134833,1.5888218580782548e-14
BJS,B00550,way/20122,way/764446108,1.5888218580782548e-14
BJS,B00551,way/25189,way/1055117839,1.4210854715202004e-14
BJS,B00552,way/22357,way/893293452,1.5888218580782548e-14
BJS,B00553,way/24772,way/1021068635,1.4210854715202004e-14
BJS,B00554,way/12121,way/521057812,1.4210854715202004e-14
BJS,B00555,way/1821,way/187204004,1.5888218580782548e-14
BJS,B00556,way/11855,way/521024091,1.5888218580782548e-14
BJS,B00557,way/7291,way/468890382,2.0097183471152322e-14
BJS,B00558,way/7389,way/469512065,1.5888218580782548e-14
BJS,B00559,way/4877,way/349213079,2.0097183471152322e-14
BJS,B00560,way/19845,way/764441363,7.105427357601002e-15
BJS,B00561,way/9041,way/478472110,1.4210854715202004e-14
BJS,B00562,way/27274,way/1249488806,2.0097183471152322e-14
BJS,B00563,way/3675,way/263929072,1.4210854715202004e-14
BJS,B00564,way/26593,way/1243846945,2.0097183471152322e-14
BJS,B00565,way/19045,way/727012759,1.4210854715202004e-14
BJS,B00566,way/14480,way/636389019,7.105427357601002e-15
BJS,B00567,way/25,relation/3524832,1.5888218580782548e-14
BJS,B00568,way/4791,way/347258520,1.4210854715202004e-14
BJS,B00569,way/5210,way/351854089,1.4210854715202004e-14
BJS,B00570,way/4004,way/295357042,1.5888218580782548e-14
BJS,B00571,way/46,relation/6907054,1.5888218580782548e-14
BJS,B00572,way/10580,way/479408009,1.5888218580782548e-14
BJS,B00573,way/3738,way/263930541,1.4210854715202004e-14
BJS,B00574,way/1927,way/227118925,1.4210854715202004e-14
BJS,B00575,way/3807,way/268548466,1.5888218580782548e-14
BJS,B00576,way/17961,way/656349576,1.4210854715202004e-14
BJS,B00577,way/26015,way/1238236067,1.5888218580782548e-14
BJS,B00578,way/2131,way/228580218,1.5888218580782548e-14
BJS,B00579,way/2341,way/232952135,2.0097183471152322e-14
BJS,B00580,way/2278,way/232418220,1.5888218580782548e-14
BJS,B00581,way/21752,way/849088004,1.4210854715202004e-14
BJS,B00582,way/3949,way/287661510,1.4210854715202004e-14
BJS,B00583,way/22722,way/893304157,1.4210854715202004e-14
BJS,B00584,way/4051,way/297312253,1.4210854715202004e-14
BJS,B00585,way/14035,way/632233554,1.4210854715202004e-14
BJS,B00586,way/23219,way/917295976,1.4210854715202004e-14
BJS,B00587,way/25891,way/1222438118,1.4210854715202004e-14
BJS,B00588,way/4097,way/297330137,7.105427357601002e-15
BJS,B00589,way/5799,way/370753840,1.5888218580782548e-14
BJS,B00590,way/21680,way/842720989,7.105427357601002e-15
BJS,B00591,way/24847,way/1025379412,1.4210854715202004e-14
BJS,B00592,way/22859,way/909922683,1.5888218580782548e-14
BJS,B00593,way/24108,way/987360062,1.5888218580782548e-14
BJS,B00594,way/20395,way/764531099,1.5888218580782548e-14
BJS,B00595,way/10549,way/479314988,1.4210854715202004e-14
BJS,B00596,way/21181,way/764625755,1.4210854715202004e-14
BJS,B00597,way/16070,way/637271132,1.4210854715202004e-14
BJS,B00598,way/16347,way/637287953,7.105427357601002e-15
BJS,B00599,way/25552,way/1153388057,7.105427357601002e-15
BJS,B00600,way/17074,way/638714764,2.0097183471152322e-14
BJS,B00601,way/30690,way/1498792121,1.4210854715202004e-14
BJS,B00602,way/24344,way/991638903,1.5888218580782548e-14
BJS,B00603,way/10391,way/479294518,1.5888218580782548e-14
BJS,B00604,way/25975,way/1227287084,1.5888218580782548e-14
BJS,B00605,way/2626,way/246292640,1.4210854715202004e-14
BJS,B00606,way/15831,way/637263828,1.5888218580782548e-14
BJS,B00607,way/18179,way/681798935,1.4210854715202004e-14
BJS,B00608,way/28469,way/1318117924,1.5888218580782548e-14
BJS,B00609,way/21537,way/809045135,1.4210854715202004e-14
BJS,B00610,way/17060,way/638714750,1.5888218580782548e-14
BJS,B00611,way/18048,way/663428703,2.0097183471152322e-14
BJS,B00612,way/11121,way/519922021,1.5888218580782548e-14
BJS,B00613,way/10074,way/479274547,1.4210854715202004e-14
BJS,B00614,way/20767,way/764592172,1.4210854715202004e-14
BJS,B00615,way/15610,way/637263564,1.5888218580782548e-14
BJS,B00616,way/28640,way/1318131705,1.4210854715202004e-14
BJS,B00617,way/28761,way/1318376435,1.5888218580782548e-14
BJS,B00618,way/6772,way/442376443,1.5888218580782548e-14
BJS,B00619,way/23310,way/920645083,1.5888218580782548e-14
BJS,B00620,way/17201,way/638715284,1.4210854715202004e-14
BJS,B00621,way/11693,way/520812367,1.4210854715202004e-14
BJS,B00622,way/10987,way/519900940,1.4210854715202004e-14
BJS,B00623,way/8193,way/477916188,1.5888218580782548e-14
BJS,B00624,way/23962,way/978740050,1.4210854715202004e-14
BJS,B00625,way/25373,way/1070969835,1.5888218580782548e-14
BJS,B00626,way/30812,way/1509806509,1.4210854715202004e-14
BJS,B00627,way/16823,way/638337309,1.4210854715202004e-14
BJS,B00628,way/25126,way/1047352412,2.1316282072803006e-14
BJS,B00629,way/31366,way/1527484325,1.5888218580782548e-14
BJS,B00630,way/12979,way/532863313,7.105427357601002e-15
BJS,B00631,way/12487,way/525967644,1.5888218580782548e-14
BJS,B00632,way/12605,way/525967792,1.4210854715202004e-14
BJS,B00633,way/21967,way/893282230,1.4210854715202004e-14
BJS,B00634,way/8651,way/478330687,1.5888218580782548e-14
BJS,B00635,way/28881,way/1318440580,1.4210854715202004e-14
BJS,B00636,way/16515,way/638283399,1.4210854715202004e-14
BJS,B00637,way/3307,way/258198427,1.4210854715202004e-14
BJS,B00638,way/16690,way/638294747,7.105427357601002e-15
BJS,B00639,way/31286,way/1527481931,1.5888218580782548e-14
BJS,B00640,way/25470,way/1135411120,1.5888218580782548e-14
BJS,B00641,way/10858,way/519416312,1.4210854715202004e-14
BJS,B00642,way/2913,way/257205541,1.4210854715202004e-14
BJS,B00643,way/29889,way/1424098569,1.4210854715202004e-14
BJS,B00644,way/23434,way/929787672,7.105427357601002e-15
BJS,B00645,way/8800,way/478394134,2.0097183471152322e-14
BJS,B00646,way/7547,way/469539654,1.5888218580782548e-14
BJS,B00647,way/16576,way/638283605,2.0097183471152322e-14
BJS,B00648,way/23562,way/948919345,1.5888218580782548e-14
BJS,B00649,way/12397,way/524660544,1.5888218580782548e-14
BJS,B00650,way/22323,way/893293418,1.5888218580782548e-14
BJS,B00651,way/12739,way/525986491,1.5888218580782548e-14
BJS,B00652,way/3036,way/257209891,2.0097183471152322e-14
BJS,B00653,way/6174,way/419838140,1.4210854715202004e-14
BJS,B00654,way/3527,way/262848807,1.4210854715202004e-14
BJS,B00655,way/19127,way/764417495,1.4210854715202004e-14
BJS,B00656,way/7450,way/469518341,2.0097183471152322e-14
BJS,B00657,way/19567,way/764434395,1.4210854715202004e-14
BJS,B00658,way/27505,way/1259012203,1.4210854715202004e-14
BJS,B00659,way/9006,way/478472075,1.5888218580782548e-14
BJS,B00660,way/22472,way/893297464,1.5888218580782548e-14
BJS,B00661,way/13208,way/560475758,2.0097183471152322e-14
BJS,B00662,way/17681,way/654416759,1.4210854715202004e-14
BJS,B00663,way/23789,way/951385438,1.4210854715202004e-14
BJS,B00664,way/15127,way/637225679,1.4210854715202004e-14
BJS,B00665,way/15084,way/637225612,0.0
BJS,B00666,way/31083,way/1524239705,1.5888218580782548e-14
BJS,B00667,way/27628,way/1302256699,1.4210854715202004e-14
BJS,B00668,way/19974,way/764441492,1.4210854715202004e-14
BJS,B00669,way/23710,way/950261438,1.5888218580782548e-14
BJS,B00670,way/1838,way/189309774,1.4210854715202004e-14
BJS,B00671,way/9385,way/478495037,1.5888218580782548e-14
BJS,B00672,way/29788,way/1423025975,1.4210854715202004e-14
BJS,B00673,way/6457,way/426177786,1.4210854715202004e-14
BJS,B00674,way/6000,way/384269057,1.5888218580782548e-14
BJS,B00675,way/31389,way/1528428442,1.5888218580782548e-14
BJS,B00676,way/9892,way/478927842,1.5888218580782548e-14
BJS,B00677,way/2462,way/234220366,2.0097183471152322e-14
BJS,B00678,way/24801,way/1022612934,1.5888218580782548e-14
BJS,B00679,way/6919,way/466643055,1.4210854715202004e-14
BJS,B00680,way/3883,way/276199032,1.4210854715202004e-14
BJS,B00681,way/22639,way/893304073,1.4210854715202004e-14
BJS,B00682,way/22777,way/893304212,1.4210854715202004e-14
BJS,B00683,way/14007,way/632233481,1.5888218580782548e-14
BJS,B00684,way/23115,way/917253483,1.5888218580782548e-14
BJS,B00685,way/25916,way/1223117949,1.5888218580782548e-14
BJS,B00686,way/1894,way/221657782,1.5888218580782548e-14
BJS,B00687,way/5788,way/370312511,1.5888218580782548e-14
BJS,B00688,way/21668,way/840219533,1.4210854715202004e-14
BJS,B00689,way/24837,way/1025379402,2.0097183471152322e-14
BJS,B00690,way/7620,way/475423644,1.4210854715202004e-14
BJS,B00691,way/24095,way/987112090,1.5888218580782548e-14
BJS,B00692,way/10532,way/479314966,1.5888218580782548e-14
BJS,B00693,way/10537,way/479314973,1.5888218580782548e-14
BJS,B00694,way/21207,way/764625782,1.4210854715202004e-14
BJS,B00695,way/15848,way/637263845,1.5888218580782548e-14
BJS,B00696,way/16051,way/637271111,7.105427357601002e-15
BJS,B00697,way/29608,way/1369817049,0.0
BJS,B00698,way/17072,way/638714762,1.4210854715202004e-14
BJS,B00699,way/11437,way/520616894,1.5888218580782548e-14
BJS,B00700,way/25442,way/1106131209,1.5888218580782548e-14
BJS,B00701,way/10287,way/479285526,1.5888218580782548e-14
BJS,B00702,way/2859,way/256824763,7.105427357601002e-15
BJS,B00703,way/5611,way/352933642,1.4210854715202004e-14
BJS,B00704,way/15907,way/637263904,1.4210854715202004e-14
BJS,B00705,way/2548,way/239205148,1.5888218580782548e-14
BJS,B00706,way/28462,way/1318117917,1.5888218580782548e-14
BJS,B00707,way/21539,way/809045139,1.4210854715202004e-14
BJS,B00708,way/17179,way/638715262,1.4210854715202004e-14
BJS,B00709,way/18049,way/663428920,1.5888218580782548e-14
BJS,B00710,way/11178,way/519922092,1.4210854715202004e-14
BJS,B00711,way/10105,way/479274599,1.4210854715202004e-14
BJS,B00712,way/21340,way/764628454,1.4210854715202004e-14
BJS,B00713,way/2615,way/246292629,2.0097183471152322e-14
BJS,B00714,way/15711,way/637263689,2.0097183471152322e-14
BJS,B00715,way/25532,way/1149325116,1.4210854715202004e-14
BJS,B00716,way/18981,way/695936585,1.5888218580782548e-14
BJS,B00717,way/25074,way/1038258706,1.5888218580782548e-14
BJS,B00718,way/4683,way/341700050,1.5888218580782548e-14
BJS,B00719,way/11708,way/520812383,1.5888218580782548e-14
BJS,B00720,way/10986,way/519900938,1.5888218580782548e-14
BJS,B00721,way/8237,way/477923875,1.5888218580782548e-14
BJS,B00722,way/9930,way/479265441,1.5888218580782548e-14
BJS,B00723,way/25167,way/1052235093,1.5888218580782548e-14
BJS,B00724,way/28370,way/1318110393,1.4210854715202004e-14
BJS,B00725,way/27672,way/1303643488,1.5888218580782548e-14
BJS,B00726,way/13251,way/567892293,2.0097183471152322e-14
BJS,B00727,way/24908,way/1032437188,1.5888218580782548e-14
BJS,B00728,way/25684,way/1170760308,7.105427357601002e-15
BJS,B00729,way/12488,way/525967646,1.5888218580782548e-14
BJS,B00730,way/1270,way/88217628,1.5888218580782548e-14
BJS,B00731,way/11306,way/520236973,1.5888218580782548e-14
BJS,B00732,way/23985,way/982838529,1.5888218580782548e-14
BJS,B00733,way/8684,way/478339634,1.4210854715202004e-14
BJS,B00734,way/3303,way/258198420,2.0097183471152322e-14
BJS,B00735,way/6603,way/432732523,1.4210854715202004e-14
BJS,B00736,way/16632,way/638294626,7.105427357601002e-15
BJS,B00737,way/31267,way/1527476470,1.4210854715202004e-14
BJS,B00738,way/21501,way/790947353,1.5888218580782548e-14
BJS,B00739,way/6801,way/442397494,1.5888218580782548e-14
BJS,B00740,way/10853,way/519416305,1.4210854715202004e-14
BJS,B00741,way/30012,way/1424099166,1.4210854715202004e-14
BJS,B00742,way/3152,way/258088793,1.4210854715202004e-14
BJS,B00743,way/15051,way/637225570,1.4210854715202004e-14
BJS,B00744,way/7526,way/469532518,2.0097183471152322e-14
BJS,B00745,way/19489,way/764431910,1.4210854715202004e-14
BJS,B00746,way/20102,way/764446087,1.5888218580782548e-14
BJS,B00747,way/30905,way/1517309718,2.0097183471152322e-14
BJS,B00748,way/22331,way/893293426,1.5888218580782548e-14
BJS,B00749,way/12798,way/525986577,1.4210854715202004e-14
BJS,B00750,way/12087,way/521057738,2.0097183471152322e-14
BJS,B00751,way/17433,way/650010561,1.5888218580782548e-14
BJS,B00752,way/5642,way/355256850,1.4210854715202004e-14
BJS,B00753,way/14930,way/637225443,7.105427357601002e-15
BJS,B00754,way/7775,way/476128562,1.5888218580782548e-14
BJS,B00755,way/19605,way/764434435,1.4210854715202004e-14
BJS,B00756,way/19891,way/764441409,1.5888218580782548e-14
BJS,B00757,way/21830,way/885828919,1.5888218580782548e-14
BJS,B00758,way/6988,way/468420636,1.5888218580782548e-14
BJS,B00759,way/22236,way/893287899,1.5888218580782548e-14
BJS,B00760,way/13235,way/561187420,1.4210854715202004e-14
BJS,B00761,way/9439,way/478550198,1.4210854715202004e-14
BJS,B00762,way/14497,way/636389055,1.4210854715202004e-14
BJS,B00763,way/21995,way/893283180,1.4210854715202004e-14
BJS,B00764,way/3379,way/262159790,1.4210854715202004e-14
BJS,B00765,way/19943,way/764441461,7.105427357601002e-15
BJS,B00766,way/19769,way/764438445,1.4210854715202004e-14
BJS,B00767,way/9134,way/478472234,0.0
BJS,B00768,way/9407,way/478495080,1.4210854715202004e-14
BJS,B00769,way/9327,way/478494936,1.5888218580782548e-14
BJS,B00770,way/14361,way/632311567,1.5888218580782548e-14
BJS,B00771,way/30445,way/1468427095,1.4210854715202004e-14
BJS,B00772,way/5994,way/384269050,1.5888218580782548e-14
BJS,B00773,way/4325,way/301405105,1.5888218580782548e-14
BJS,B00774,way/2122,way/228580196,1.5888218580782548e-14
BJS,B00775,way/2460,way/234220364,1.5888218580782548e-14
BJS,B00776,way/2280,way/232418230,1.4210854715202004e-14
BJS,B00777,way/23764,way/950261492,1.5888218580782548e-14
BJS,B00778,way/1823,way/188600671,1.5888218580782548e-14
BJS,B00779,way/22564,way/893303998,1.5888218580782548e-14
BJS,B00780,way/22750,way/893304185,1.5888218580782548e-14
BJS,B00781,way/3762,way/267600809,1.5888218580782548e-14
BJS,B00782,way/23226,way/917295983,1.5888218580782548e-14
BJS,B00783,way/25946,way/1223117979,1.4210854715202004e-14
BJS,B00784,way/1653,way/169431753,7.105427357601002e-15
BJS,B00785,way/21616,way/840208549,7.105427357601002e-15
BJS,B00786,way/30604,way/1491687079,1.4210854715202004e-14
BJS,B00787,way/24871,way/1025398366,1.4210854715202004e-14
BJS,B00788,way/7623,way/475423647,1.4210854715202004e-14
BJS,B00789,way/24091,way/987112086,2.0097183471152322e-14
BJS,B00790,way/20375,way/764531075,1.4210854715202004e-14
BJS,B00791,way/10474,way/479314893,1.5888218580782548e-14
BJS,B00792,way/24512,way/1016753871,1.5888218580782548e-14
BJS,B00793,way/16071,way/637271133,1.4210854715202004e-14
BJS,B00794,way/16039,way/637271099,7.105427357601002e-15
BJS,B00795,way/17166,way/638714874,1.5888218580782548e-14
BJS,B00796,way/17106,way/638714797,1.5888218580782548e-14
BJS,B00797,way/11452,way/520616911,1.5888218580782548e-14
BJS,B00798,way/25249,way/1062642651,1.4210854715202004e-14
BJS,B00799,way/21002,way/764625558,1.4210854715202004e-14
BJS,B00800,way/21309,way/764628417,1.5888218580782548e-14
BJS,B00801,way/2701,way/254006491,1.4210854715202004e-14
BJS,B00802,way/25111,way/1041616444,7.105427357601002e-15
BJS,B00803,way/18181,way/681798937,1.4210854715202004e-14
BJS,B00804,way/18185,way/681798941,1.5888218580782548e-14
BJS,B00805,way/21929,way/891798994,1.5888218580782548e-14
BJS,B00806,way/17027,way/638714707,1.5888218580782548e-14
BJS,B00807,way/17177,way/638715260,1.5888218580782548e-14
BJS,B00808,way/11510,way/520616994,1.4210854715202004e-14
BJS,B00809,way/10007,way/479274456,7.105427357601002e-15
BJS,B00810,way/9974,way/479265500,1.5888218580782548e-14
BJS,B00811,way/16022,way/637264046,2.0097183471152322e-14
BJS,B00812,way/1958,way/227124853,1.5888218580782548e-14
BJS,B00813,way/28061,way/1318061325,1.5888218580782548e-14
BJS,B00814,way/18949,way/695936553,1.5888218580782548e-14
BJS,B00815,way/25038,way/1038124170,1.4210854715202004e-14
BJS,B00816,way/18621,way/695924669,1.4210854715202004e-14
BJS,B00817,way/29300,way/1324457514,2.0097183471152322e-14
BJS,B00818,way/1786,way/180188970,1.4210854715202004e-14
BJS,B00819,way/23795,way/951684175,1.5888218580782548e-14
BJS,B00820,way/23964,way/978740057,1.5888218580782548e-14
BJS,B00821,way/29013,way/1318447522,1.4210854715202004e-14
BJS,B00822,way/28727,way/1318134602,1.4210854715202004e-14
BJS,B00823,way/28142,way/1318101635,1.5888218580782548e-14
BJS,B00824,way/28124,way/1318092949,1.4210854715202004e-14
BJS,B00825,way/31337,way/1527481982,1.4210854715202004e-14
BJS,B00826,way/9584,way/478581598,1.4210854715202004e-14
BJS,B00827,way/24953,way/1034363581,1.5888218580782548e-14
BJS,B00828,way/26036,way/1240401416,1.4210854715202004e-14
BJS,B00829,way/12,relation/3447648,1.5888218580782548e-14
BJS,B00830,way/4114,way/297698637,1.4210854715202004e-14
BJS,B00831,way/15304,way/637237550,1.4210854715202004e-14
BJS,B00832,way/16628,way/638285029,1.4210854715202004e-14
BJS,B00833,way/6607,way/432743760,2.0097183471152322e-14
BJS,B00834,way/16635,way/638294629,1.5888218580782548e-14
BJS,B00835,way/4023,way/297040986,1.5888218580782548e-14
BJS,B00836,way/27520,way/1263656538,1.5888218580782548e-14
BJS,B00837,way/9705,way/478581769,1.4210854715202004e-14
BJS,B00838,way/12061,way/521048345,2.0097183471152322e-14
BJS,B00839,way/12300,way/523763744,1.4210854715202004e-14
BJS,B00840,way/62,relation/7032037,2.0097183471152322e-14
BJS,B00841,way/1454,way/151733451,1.5888218580782548e-14
BJS,B00842,way/4650,way/337129535,1.5888218580782548e-14
BJS,B00843,way/19535,way/764434361,1.4210854715202004e-14
BJS,B00844,way/25022,way/1037020722,1.4210854715202004e-14
BJS,B00845,way/12409,way/524660563,1.5888218580782548e-14
BJS,B00846,way/12825,way/525986609,1.5888218580782548e-14
BJS,B00847,way/30846,way/1511789040,2.0097183471152322e-14
BJS,B00848,way/27374,way/1249504688,1.5888218580782548e-14
BJS,B00849,way/13692,way/625787545,1.5888218580782548e-14
BJS,B00850,way/29487,way/1353535304,1.4210854715202004e-14
BJS,B00851,way/7722,way/476106767,1.5888218580782548e-14
BJS,B00852,way/25482,way/1138726167,1.4210854715202004e-14
BJS,B00853,way/19298,way/764421065,2.0097183471152322e-14
BJS,B00854,way/2486,way/235243284,1.4210854715202004e-14
BJS,B00855,way/21458,way/766578936,1.4210854715202004e-14
BJS,B00856,way/22476,way/893297468,1.5888218580782548e-14
BJS,B00857,way/9196,way/478494786,1.4210854715202004e-14
BJS,B00858,way/17802,way/654426441,1.5888218580782548e-14
BJS,B00859,way/13560,way/616199566,1.5888218580782548e-14
BJS,B00860,way/29699,way/1386116543,1.4210854715202004e-14
BJS,B00861,way/12994,way/536927227,1.4210854715202004e-14
BJS,B00862,way/4941,way/350503505,1.5888218580782548e-14
BJS,B00863,way/19938,way/764441456,1.4210854715202004e-14
BJS,B00864,way/19991,way/764441511,1.4210854715202004e-14
BJS,B00865,way/23696,way/950261422,1.4210854715202004e-14
BJS,B00866,way/8941,way/478432547,1.5888218580782548e-14
BJS,B00867,way/3405,way/262361671,2.0097183471152322e-14
BJS,B00868,way/23444,way/931453411,2.5618982671915014e-14
BJS,B00869,way/2716,way/255789064,1.5888218580782548e-14
BJS,B00870,way/25479,way/1136348280,1.4210854715202004e-14
BJS,B00871,way/4311,way/300742638,1.4210854715202004e-14
BJS,B00872,way/2064,way/228086977,1.5888218580782548e-14
BJS,B00873,way/2081,way/228087001,1.4210854715202004e-14
BJS,B00874,way/13547,way/612290599,1.4210854715202004e-14
BJS,B00875,way/12945,way/529761016,7.105427357601002e-15
BJS,B00876,way/6899,way/466632437,2.0097183471152322e-14
BJS,B00877,way/22674,way/893304108,1.4210854715202004e-14
BJS,B00878,way/14295,way/632245581,1.4210854715202004e-14
BJS,B00879,way/13803,way/631919826,1.4210854715202004e-14
BJS,B00880,way/23024,way/917239082,1.5888218580782548e-14
BJS,B00881,way/23175,way/917265098,1.4210854715202004e-14
BJS,B00882,way/5714,way/356871645,1.5888218580782548e-14
BJS,B00883,way/2466,way/234239792,1.5888218580782548e-14
BJS,B00884,way/30602,way/1491119933,1.5888218580782548e-14
BJS,B00885,way/24857,way/1025388826,2.0097183471152322e-14
BJS,B00886,way/6878,way/453481452,1.4210854715202004e-14
BJS,B00887,way/24193,way/988564251,1.4210854715202004e-14
BJS,B00888,way/10531,way/479314965,2.0097183471152322e-14
BJS,B00889,way/10459,way/479314878,1.5888218580782548e-14
BJS,B00890,way/21188,way/764625762,1.5888218580782548e-14
BJS,B00891,way/16354,way/637287968,1.5888218580782548e-14
BJS,B00892,way/16045,way/637271105,2.0097183471152322e-14
BJS,B00893,way/17159,way/638714867,1.5888218580782548e-14
BJS,B00894,way/17102,way/638714793,1.5888218580782548e-14
BJS,B00895,way/30647,way/1498792069,2.0097183471152322e-14
