city_code,building_anchor_id,legacy_building_id,building_osm_id,geometry_hausdorff_degrees
BJS,B00160,way/22316,way/893293411,1.4210854715202004e-14
BJS,B00161,way/26546,way/1243639313,1.4210854715202004e-14
BJS,B00162,way/17795,way/654426434,1.5888218580782548e-14
BJS,B00163,way/17335,way/644302114,1.5888218580782548e-14
BJS,B00164,way/29456,way/1353433762,1.5888218580782548e-14
BJS,B00165,way/7853,way/476128652,1.5888218580782548e-14
BJS,B00166,way/5852,way/371402273,1.5888218580782548e-14
BJS,B00167,way/19568,way/764434396,1.4210854715202004e-14
BJS,B00168,way/20242,way/764451582,1.5888218580782548e-14
BJS,B00169,way/23478,way/935853604,1.5888218580782548e-14
BJS,B00170,way/22181,way/893287844,1.4210854715202004e-14
BJS,B00171,way/3673,way/263929070,1.4210854715202004e-14
BJS,B00172,way/26797,way/1243853090,1.4210854715202004e-14
BJS,B00173,way/13563,way/616199569,1.4210854715202004e-14
BJS,B00174,way/14517,way/636389083,1.4210854715202004e-14
BJS,B00175,way/2555,way/239391087,2.0097183471152322e-14
BJS,B00176,way/5313,way/352417026,1.4210854715202004e-14
BJS,B00177,way/5222,way/351882924,1.4210854715202004e-14
BJS,B00178,way/19765,way/764438441,1.5888218580782548e-14
BJS,B00179,way/30247,way/1455430932,1.4210854715202004e-14
BJS,B00180,way/6345,way/421408345,1.4210854715202004e-14
BJS,B00181,way/9323,way/478494932,1.4210854715202004e-14
BJS,B00182,way/27451,way/1258122783,1.4210854715202004e-14
BJS,B00183,way/30465,way/1468427115,1.4210854715202004e-14
BJS,B00184,way/24715,way/1021040700,1.5888218580782548e-14
BJS,B00185,way/17967,way/656349769,1.5888218580782548e-14
BJS,B00186,way/2089,way/228087009,1.5888218580782548e-14
BJS,B00187,way/2008,way/227913093,1.4210854715202004e-14
BJS,B00188,way/24800,way/1022612933,7.105427357601002e-15
BJS,B00189,way/1316,way/107087209,1.4210854715202004e-14
BJS,B00190,way/23677,way/950001474,1.4210854715202004e-14
BJS,B00191,way/22711,way/893304146,1.5888218580782548e-14
BJS,B00192,way/4081,way/297312283,1.4210854715202004e-14
BJS,B00193,way/6562,way/426414912,1.5888218580782548e-14
BJS,B00194,way/23244,way/917296002,1.4210854715202004e-14
BJS,B00195,way/25945,way/1223117978,1.4210854715202004e-14
BJS,B00196,way/1655,way/169431757,7.105427357601002e-15
BJS,B00197,way/21624,way/840208557,1.5888218580782548e-14
BJS,B00198,way/30599,way/1491119927,1.5888218580782548e-14
BJS,B00199,way/29606,way/1369817047,1.4210854715202004e-14
BJS,B00200,way/195,relation/17573255,2.0097183471152322e-14
BJS,B00201,way/20645,way/764537179,1.5888218580782548e-14
BJS,B00202,way/20488,way/764531335,1.4210854715202004e-14
BJS,B00203,way/10540,way/479314977,1.4210854715202004e-14
BJS,B00204,way/21187,way/764625761,7.105427357601002e-15
BJS,B00205,way/16153,way/637287679,1.4210854715202004e-14
BJS,B00206,way/16048,way/637271108,7.105427357601002e-15
BJS,B00207,way/17158,way/638714866,1.4210854715202004e-14
BJS,B00208,way/17087,way/638714777,1.5888218580782548e-14
BJS,B00209,way/30645,way/1498792067,1.5888218580782548e-14
BJS,B00210,way/11520,way/520617032,1.4210854715202004e-14
BJS,B00211,way/21004,way/764625560,1.4210854715202004e-14
BJS,B00212,way/21258,way/764628366,1.4210854715202004e-14
BJS,B00213,way/15541,way/637263435,1.4210854715202004e-14
BJS,B00214,way/16124,way/637287616,7.105427357601002e-15
BJS,B00215,way/18166,way/681798913,1.5888218580782548e-14
BJS,B00216,way/18189,way/681798945,1.4210854715202004e-14
BJS,B00217,way/25182,way/1054396860,1.4210854715202004e-14
BJS,B00218,way/17006,way/638714683,2.0097183471152322e-14
BJS,B00219,way/11648,way/520812304,1.5888218580782548e-14
BJS,B00220,way/11194,way/519941239,1.4210854715202004e-14
BJS,B00221,way/10079,way/479274557,1.4210854715202004e-14
BJS,B00222,way/9947,way/479265460,1.4210854715202004e-14
BJS,B00223,way/2627,way/246292641,1.5888218580782548e-14
BJS,B00224,way/28573,way/1318127844,1.5888218580782548e-14
BJS,B00225,way/25633,way/1167125234,1.4210854715202004e-14
BJS,B00226,way/18997,way/695936601,1.5888218580782548e-14
BJS,B00227,way/25028,way/1038124160,1.4210854715202004e-14
BJS,B00228,way/21917,way/891173980,1.4210854715202004e-14
BJS,B00229,way/1580,way/161802144,1.5888218580782548e-14
BJS,B00230,way/25219,way/1058246332,1.5888218580782548e-14
BJS,B00231,way/10943,way/519416425,1.5888218580782548e-14
BJS,B00232,way/9997,way/479265524,1.4210854715202004e-14
BJS,B00233,way/28943,way/1318444895,1.5888218580782548e-14
BJS,B00234,way/27952,way/1318058578,1.5888218580782548e-14
BJS,B00235,way/13283,way/567892326,1.4210854715202004e-14
BJS,B00236,way/13272,way/567892314,1.4210854715202004e-14
BJS,B00237,way/19037,way/723617051,1.5888218580782548e-14
BJS,B00238,way/1578,way/159936501,1.5888218580782548e-14
